Trial_Number,Primary_Voltage_V,Primary_Current_A,Primary_Power_kW,Primary_Power_Factor,Secondary_Voltage_V,Secondary_Current_A,Secondary_Power_kW,Secondary_Power_Factor,Temperature_C,Humidity_percent,Efficiency_percent,Load_Category,Temp_Zone
3808,227.07,3.64,0.73,0.884,19.12,26.19,0.37,0.74,36.2,29.7,80.0,Light (<50%),Normal (<120°C)
3809,228.31,43.44,8.25,0.832,19.44,72.41,1.0,0.708,90.3,72.1,86.73627666037956,Heavy (>70%),Normal (<120°C)
3810,227.43,26.62,5.31,0.877,19.59,18.35,0.3,0.844,139.7,85.5,80.0,Light (<50%),High (120-150°C)
3811,229.58,6.11,1.18,0.844,19.09,87.84,1.38,0.825,118.9,26.4,80.0,Light (<50%),Normal (<120°C)
3812,225.82,12.09,2.2,0.806,19.23,89.23,1.43,0.833,46.6,25.9,81.90711374239801,Light (<50%),Normal (<120°C)
3813,225.77,47.86,9.55,0.884,19.33,79.86,1.39,0.899,144.6,83.7,81.09922691604223,Heavy (>70%),High (120-150°C)
3814,227.25,48.55,8.25,0.748,19.21,27.86,0.45,0.832,183.3,62.4,80.0,Heavy (>70%),Emergency (>180°C)
3815,225.92,21.49,3.97,0.818,19.34,35.29,0.52,0.761,29.9,31.0,80.0,Light (<50%),Normal (<120°C)
3816,225.35,34.85,6.48,0.825,19.16,0.9,0.01,0.709,138.2,65.8,81.84357758257498,Medium (50-70%),High (120-150°C)
3817,226.88,13.28,2.31,0.768,19.35,57.52,0.99,0.888,170.9,21.7,80.0,Light (<50%),Critical (150-180°C)
3818,225.92,21.12,4.28,0.897,19.49,85.32,1.26,0.759,142.9,80.1,80.0,Light (<50%),High (120-150°C)
3819,228.52,12.95,2.4,0.811,19.33,65.21,1.07,0.848,31.7,20.1,84.19040830074093,Light (<50%),Normal (<120°C)
3820,229.62,37.39,7.18,0.836,19.18,27.74,0.46,0.87,112.0,29.9,87.77344426505928,Medium (50-70%),Normal (<120°C)
3821,228.46,47.05,8.52,0.793,19.58,61.07,0.88,0.734,152.0,51.6,80.0,Heavy (>70%),Critical (150-180°C)
3822,228.74,34.49,7.01,0.888,19.32,51.68,0.7,0.705,197.4,32.3,80.0,Medium (50-70%),Emergency (>180°C)
3823,225.66,41.91,6.72,0.711,19.09,67.71,1.06,0.819,56.8,43.9,89.84717290597611,Heavy (>70%),Normal (<120°C)
3824,225.78,11.8,1.89,0.711,19.03,68.64,1.03,0.785,187.4,65.9,80.0,Light (<50%),Emergency (>180°C)
3825,225.52,21.29,3.78,0.787,19.32,55.0,0.77,0.724,55.4,40.0,80.0,Light (<50%),Normal (<120°C)
3826,229.45,19.12,3.22,0.735,19.37,33.08,0.5,0.78,87.6,31.2,80.0,Light (<50%),Normal (<120°C)
3827,227.99,32.09,6.2,0.847,19.18,26.73,0.44,0.85,113.2,84.3,83.73555635603168,Medium (50-70%),Normal (<120°C)
3828,227.78,39.05,7.69,0.865,19.21,37.57,0.55,0.758,114.9,58.0,90.69067097003986,Heavy (>70%),Normal (<120°C)
3829,229.49,17.78,3.26,0.799,19.43,28.94,0.46,0.812,176.1,85.9,80.0,Light (<50%),Critical (150-180°C)
3830,229.62,47.54,7.78,0.713,19.22,57.7,0.85,0.763,50.8,89.8,80.0,Heavy (>70%),Normal (<120°C)
3831,227.12,20.78,3.88,0.822,19.37,4.17,0.07,0.846,35.1,74.4,80.49594686034482,Light (<50%),Normal (<120°C)
3832,226.95,27.9,5.42,0.856,19.5,45.41,0.63,0.706,78.2,49.2,86.33893069265525,Medium (50-70%),Normal (<120°C)
3833,225.81,35.17,5.81,0.732,19.2,9.89,0.16,0.853,167.7,59.3,80.0,Medium (50-70%),Critical (150-180°C)
3834,229.1,53.85,10.81,0.876,19.08,44.33,0.63,0.749,192.4,26.7,80.0,Heavy (>70%),Emergency (>180°C)
3835,228.15,17.33,2.85,0.72,19.4,85.31,1.25,0.755,157.4,59.2,80.0,Light (<50%),Critical (150-180°C)
3836,229.95,12.49,2.3,0.8,19.4,51.34,0.82,0.825,131.3,63.0,80.0,Light (<50%),High (120-150°C)
3837,229.61,35.48,6.68,0.82,19.2,12.01,0.19,0.843,139.8,42.5,80.0,Medium (50-70%),High (120-150°C)
3838,225.45,36.71,7.04,0.851,19.27,68.95,0.96,0.725,76.7,62.5,85.57835270040096,Medium (50-70%),Normal (<120°C)
3839,228.59,51.11,8.31,0.711,19.4,25.37,0.44,0.899,82.7,72.6,83.79961055328337,Heavy (>70%),Normal (<120°C)
3840,229.81,3.39,0.68,0.869,19.22,44.17,0.73,0.855,63.0,83.8,80.44408942451355,Light (<50%),Normal (<120°C)
3841,225.08,16.48,2.61,0.703,19.31,26.5,0.37,0.718,115.9,58.2,80.0,Light (<50%),Normal (<120°C)
3842,227.33,24.36,4.24,0.765,19.02,33.59,0.46,0.724,198.7,28.5,80.0,Light (<50%),Emergency (>180°C)
3843,227.33,0.12,0.02,0.867,19.27,70.56,1.22,0.899,140.7,22.1,80.0,Light (<50%),High (120-150°C)
3844,226.38,11.62,2.03,0.773,19.06,73.54,1.06,0.753,176.2,34.3,80.0,Light (<50%),Critical (150-180°C)
3845,229.15,29.6,4.97,0.732,19.28,5.54,0.08,0.782,134.2,29.2,82.25187576743787,Medium (50-70%),High (120-150°C)
3846,226.94,37.01,7.37,0.878,19.36,39.15,0.53,0.704,117.6,32.5,85.61594783799615,Medium (50-70%),Normal (<120°C)
3847,229.07,36.19,5.84,0.705,19.37,78.12,1.17,0.773,128.4,74.4,83.62648452365177,Medium (50-70%),High (120-150°C)
3848,226.3,14.37,2.4,0.739,19.21,57.13,0.86,0.785,62.4,45.1,81.7781284962227,Light (<50%),Normal (<120°C)
3849,226.21,29.73,5.35,0.795,19.42,44.82,0.61,0.701,124.1,26.2,82.70221883565156,Medium (50-70%),High (120-150°C)
3850,228.6,12.85,2.34,0.795,19.2,60.17,0.85,0.732,62.0,38.6,80.0,Light (<50%),Normal (<120°C)
3851,227.33,41.71,6.83,0.72,19.29,43.66,0.69,0.82,68.5,72.2,89.0050385965259,Heavy (>70%),Normal (<120°C)
3852,228.62,10.56,2.15,0.89,19.1,4.55,0.07,0.801,51.5,81.5,80.0,Light (<50%),Normal (<120°C)
3853,229.31,6.17,1.13,0.798,19.47,70.05,0.98,0.72,179.4,61.0,80.0,Light (<50%),Critical (150-180°C)
3854,225.71,47.87,9.7,0.898,19.35,1.34,0.02,0.856,136.3,55.8,80.0,Heavy (>70%),High (120-150°C)
3855,225.62,44.04,8.26,0.831,19.57,20.08,0.32,0.825,43.6,54.6,89.40088625989213,Heavy (>70%),Normal (<120°C)
3856,229.54,46.18,8.99,0.848,19.28,15.35,0.25,0.841,137.6,54.9,85.35792673159776,Heavy (>70%),High (120-150°C)
3857,227.5,41.8,6.74,0.709,19.38,30.12,0.43,0.731,192.4,68.2,80.0,Heavy (>70%),Emergency (>180°C)
3858,225.41,21.2,3.78,0.79,19.38,37.54,0.52,0.709,50.7,27.4,80.0,Light (<50%),Normal (<120°C)
3859,227.16,39.55,7.43,0.827,19.4,19.18,0.27,0.73,126.5,28.1,87.44895847112717,Heavy (>70%),High (120-150°C)
3860,225.5,13.19,2.23,0.751,19.36,48.76,0.79,0.838,197.2,77.4,80.0,Light (<50%),Emergency (>180°C)
3861,229.13,15.69,3.19,0.888,19.56,23.09,0.34,0.754,184.7,60.9,80.0,Light (<50%),Emergency (>180°C)
3862,225.73,49.46,7.94,0.711,19.29,70.82,1.04,0.761,48.7,27.5,83.9404013458318,Heavy (>70%),Normal (<120°C)
3863,229.71,44.73,7.86,0.765,19.52,27.1,0.4,0.761,147.0,45.4,82.02460400343055,Heavy (>70%),High (120-150°C)
3864,226.59,38.68,7.03,0.802,19.31,59.97,0.9,0.779,92.6,80.5,88.0300067108474,Heavy (>70%),Normal (<120°C)
3865,229.91,26.16,4.88,0.812,19.09,21.38,0.33,0.819,65.7,50.6,80.49080253494058,Light (<50%),Normal (<120°C)
3866,228.08,26.82,4.88,0.797,19.6,67.36,1.19,0.899,154.6,89.9,80.0,Light (<50%),Critical (150-180°C)
3867,226.59,41.94,8.16,0.859,19.43,76.66,1.24,0.835,74.6,26.9,87.78485411320948,Heavy (>70%),Normal (<120°C)
3868,227.28,8.04,1.44,0.789,19.55,53.93,0.81,0.769,169.4,23.5,80.0,Light (<50%),Critical (150-180°C)
3869,229.59,33.23,6.36,0.833,19.33,44.06,0.67,0.791,66.1,46.1,82.79833022093452,Medium (50-70%),Normal (<120°C)
3870,229.84,25.3,4.48,0.771,19.56,80.33,1.35,0.857,194.7,86.1,80.0,Light (<50%),Emergency (>180°C)
3871,228.85,20.33,3.35,0.72,19.04,47.1,0.76,0.853,124.6,68.2,80.0,Light (<50%),High (120-150°C)
3872,225.5,52.48,9.75,0.824,19.11,10.81,0.18,0.864,150.0,36.5,80.0,Heavy (>70%),High (120-150°C)
3873,228.29,32.35,6.14,0.831,19.59,30.55,0.52,0.862,60.8,39.9,86.63443483995538,Medium (50-70%),Normal (<120°C)
3874,228.13,14.87,2.94,0.866,19.52,60.75,0.88,0.743,77.4,39.4,80.0,Light (<50%),Normal (<120°C)
3875,229.33,33.71,5.54,0.716,19.44,68.66,0.99,0.745,92.1,35.5,83.85600099942867,Medium (50-70%),Normal (<120°C)
3876,228.32,42.07,7.05,0.734,19.15,45.25,0.75,0.868,154.5,84.6,80.0,Heavy (>70%),Critical (150-180°C)
3877,227.48,44.61,9.01,0.888,19.26,54.01,0.74,0.716,52.3,79.6,87.38748032012788,Heavy (>70%),Normal (<120°C)
3878,228.83,54.8,9.51,0.758,19.37,15.88,0.22,0.707,93.4,60.8,83.6313008510434,Heavy (>70%),Normal (<120°C)
3879,225.43,51.37,9.41,0.813,19.3,51.86,0.72,0.721,97.2,79.8,80.0,Heavy (>70%),Normal (<120°C)
3880,226.38,53.54,10.3,0.85,19.28,35.09,0.49,0.723,176.7,35.6,80.0,Heavy (>70%),Critical (150-180°C)
3881,229.91,1.06,0.19,0.777,19.25,48.37,0.74,0.794,81.0,61.0,81.62607176788445,Light (<50%),Normal (<120°C)
3882,229.29,24.81,4.71,0.828,19.48,67.06,1.06,0.809,165.7,45.6,80.0,Light (<50%),Critical (150-180°C)
3883,225.54,32.57,5.26,0.716,19.1,36.63,0.63,0.896,109.1,29.4,85.8338842717014,Medium (50-70%),Normal (<120°C)
3884,225.16,47.88,9.61,0.891,19.43,4.74,0.07,0.776,67.2,21.7,81.61098136371452,Heavy (>70%),Normal (<120°C)
3885,229.66,37.21,6.26,0.732,19.6,51.82,0.78,0.765,173.9,76.1,80.7657110506515,Medium (50-70%),Critical (150-180°C)
3886,226.88,44.65,7.96,0.786,19.06,33.35,0.56,0.88,191.7,23.7,80.0,Heavy (>70%),Emergency (>180°C)
3887,229.45,8.72,1.77,0.886,19.26,88.94,1.29,0.751,100.4,80.7,80.0,Light (<50%),Normal (<120°C)
3888,226.95,27.12,5.1,0.829,19.35,24.97,0.37,0.771,157.0,85.8,80.0,Light (<50%),Critical (150-180°C)
3889,226.8,43.0,7.33,0.752,19.59,32.96,0.53,0.821,119.1,46.3,87.73950490389016,Heavy (>70%),Normal (<120°C)
3890,229.63,2.2,0.42,0.829,19.17,67.57,1.04,0.802,111.0,86.2,80.0,Light (<50%),Normal (<120°C)
3891,226.72,48.84,9.0,0.813,19.22,83.43,1.15,0.719,155.4,71.2,80.0,Heavy (>70%),Critical (150-180°C)
3892,226.74,37.21,6.34,0.752,19.5,41.88,0.73,0.895,37.5,56.7,88.08288421552783,Medium (50-70%),Normal (<120°C)
3893,227.64,41.16,8.23,0.878,19.59,58.04,1.01,0.89,100.9,42.4,89.21685309770243,Heavy (>70%),Normal (<120°C)
3894,227.83,41.87,7.6,0.797,19.08,66.03,1.11,0.884,136.3,65.4,83.84377667241239,Heavy (>70%),High (120-150°C)
3895,225.84,26.26,4.63,0.781,19.15,88.16,1.48,0.877,118.3,24.3,81.60262485341734,Light (<50%),Normal (<120°C)
3896,227.16,44.11,8.87,0.885,19.46,20.93,0.35,0.852,45.5,57.1,89.03399049202491,Heavy (>70%),Normal (<120°C)
3897,229.62,32.74,5.83,0.775,19.06,85.88,1.34,0.82,65.5,83.4,82.14711827800922,Medium (50-70%),Normal (<120°C)
3898,228.21,33.93,5.66,0.731,19.2,19.47,0.33,0.88,30.5,20.6,84.3144576511188,Medium (50-70%),Normal (<120°C)
3899,228.06,21.21,3.7,0.764,19.48,50.35,0.78,0.797,105.3,45.6,80.0,Light (<50%),Normal (<120°C)
3900,226.11,34.72,5.6,0.713,19.19,36.66,0.6,0.858,45.7,87.0,82.66692124763834,Medium (50-70%),Normal (<120°C)
3901,228.29,11.62,2.12,0.799,19.32,1.28,0.02,0.814,151.6,30.8,80.0,Light (<50%),Critical (150-180°C)
3902,225.2,52.82,9.41,0.791,19.5,79.62,1.32,0.85,191.3,53.9,80.0,Heavy (>70%),Emergency (>180°C)
3903,227.96,30.35,5.5,0.795,19.42,42.82,0.74,0.894,45.3,49.1,84.02817901992064,Medium (50-70%),Normal (<120°C)
3904,226.55,50.96,8.28,0.717,19.01,35.97,0.56,0.822,139.8,51.0,80.0,Heavy (>70%),High (120-150°C)
3905,227.57,7.27,1.37,0.826,19.41,35.84,0.59,0.849,39.3,20.6,80.0,Light (<50%),Normal (<120°C)
3906,227.27,0.36,0.06,0.712,19.01,0.56,0.01,0.73,51.3,70.7,80.0,Light (<50%),Normal (<120°C)
3907,229.72,2.3,0.38,0.719,19.45,10.97,0.19,0.893,40.3,84.0,80.0,Light (<50%),Normal (<120°C)
3908,226.34,32.34,5.13,0.701,19.23,41.69,0.66,0.823,182.9,79.0,80.0,Medium (50-70%),Emergency (>180°C)
3909,225.41,44.18,8.51,0.855,19.26,75.24,1.18,0.812,155.7,45.4,81.16982216411277,Heavy (>70%),Critical (150-180°C)
3910,227.95,18.11,3.41,0.826,19.07,40.15,0.55,0.722,182.4,53.9,80.0,Light (<50%),Emergency (>180°C)
3911,228.93,32.73,5.72,0.763,19.02,14.13,0.2,0.755,154.8,83.1,80.0,Medium (50-70%),Critical (150-180°C)
3912,226.63,43.97,8.24,0.827,19.03,62.58,1.06,0.89,133.9,88.0,84.45517258461933,Heavy (>70%),High (120-150°C)
3913,228.25,7.61,1.29,0.743,19.58,16.15,0.23,0.723,107.1,42.4,80.0,Light (<50%),Normal (<120°C)
3914,225.97,0.13,0.02,0.703,19.05,18.57,0.3,0.86,49.5,36.5,81.14611459491803,Light (<50%),Normal (<120°C)
3915,229.08,15.4,2.84,0.804,19.1,45.93,0.7,0.798,28.9,83.8,80.0,Light (<50%),Normal (<120°C)
3916,227.16,1.72,0.32,0.816,19.23,35.23,0.54,0.79,171.8,32.2,80.0,Light (<50%),Critical (150-180°C)
3917,229.24,52.0,9.08,0.762,19.37,6.31,0.11,0.896,34.2,75.4,84.50305070032228,Heavy (>70%),Normal (<120°C)
3918,226.64,14.14,2.78,0.866,19.19,45.19,0.65,0.753,79.7,48.5,80.0,Light (<50%),Normal (<120°C)
3919,229.5,24.76,4.37,0.769,19.15,41.9,0.68,0.849,63.7,79.0,80.0,Light (<50%),Normal (<120°C)
3920,228.91,9.54,1.73,0.794,19.23,86.48,1.25,0.751,153.9,64.2,80.0,Light (<50%),Critical (150-180°C)
3921,226.45,23.56,4.06,0.761,19.38,58.29,0.83,0.738,153.2,70.4,80.0,Light (<50%),Critical (150-180°C)
3922,226.63,46.81,9.47,0.893,19.18,80.92,1.15,0.74,198.3,32.1,80.0,Heavy (>70%),Emergency (>180°C)
3923,226.66,13.46,2.35,0.77,19.25,72.82,1.26,0.897,160.9,56.7,80.0,Light (<50%),Critical (150-180°C)
3924,228.35,16.68,3.35,0.88,19.09,0.48,0.01,0.857,65.2,69.0,80.0,Light (<50%),Normal (<120°C)
3925,228.19,4.03,0.76,0.822,19.54,60.48,0.94,0.796,28.4,84.0,80.0,Light (<50%),Normal (<120°C)
3926,227.64,35.02,6.92,0.868,19.13,31.83,0.5,0.822,54.8,25.1,84.80503291289236,Medium (50-70%),Normal (<120°C)
3927,225.2,42.67,7.45,0.775,19.54,40.36,0.65,0.828,30.9,82.1,87.24132071139142,Heavy (>70%),Normal (<120°C)
3928,229.36,20.39,3.31,0.708,19.56,50.1,0.7,0.718,32.3,60.5,80.0,Light (<50%),Normal (<120°C)
3929,226.13,41.25,7.79,0.835,19.2,50.93,0.71,0.729,138.3,64.0,85.76794464104265,Heavy (>70%),High (120-150°C)
3930,225.99,9.07,1.6,0.779,19.27,66.29,1.07,0.839,44.4,41.7,80.0,Light (<50%),Normal (<120°C)
3931,227.51,46.93,9.31,0.872,19.6,24.87,0.37,0.753,196.0,33.0,80.0,Heavy (>70%),Emergency (>180°C)
3932,226.88,54.72,9.32,0.751,19.23,10.08,0.17,0.888,114.6,34.1,84.7890896267568,Heavy (>70%),Normal (<120°C)
3933,226.5,39.83,7.56,0.838,19.44,74.98,1.29,0.882,177.9,44.9,81.12147933804894,Heavy (>70%),Critical (150-180°C)
3934,226.46,48.24,7.94,0.727,19.3,53.05,0.88,0.86,55.0,41.4,85.49782134986523,Heavy (>70%),Normal (<120°C)
3935,227.72,10.29,2.02,0.86,19.2,62.27,0.84,0.705,139.7,39.6,80.0,Light (<50%),High (120-150°C)
3936,227.0,6.02,1.18,0.866,19.28,47.41,0.79,0.86,91.3,59.6,81.43039186164614,Light (<50%),Normal (<120°C)
3937,227.73,21.14,3.5,0.726,19.45,53.51,0.91,0.87,64.2,59.7,80.35518116010418,Light (<50%),Normal (<120°C)
3938,228.73,34.59,5.74,0.726,19.21,31.61,0.45,0.739,84.9,66.1,85.4232913122178,Medium (50-70%),Normal (<120°C)
3939,229.11,36.75,6.26,0.744,19.11,32.29,0.47,0.762,118.8,78.8,89.15426892610196,Medium (50-70%),Normal (<120°C)
3940,225.58,24.47,4.0,0.724,19.14,18.56,0.29,0.811,98.1,82.4,80.0,Light (<50%),Normal (<120°C)
3941,227.14,17.0,2.87,0.744,19.3,49.29,0.68,0.714,188.2,36.2,80.0,Light (<50%),Emergency (>180°C)
3942,228.35,37.45,6.13,0.717,19.03,31.48,0.52,0.864,120.2,74.0,86.59584206202425,Medium (50-70%),High (120-150°C)
3943,226.06,23.35,3.99,0.756,19.4,18.19,0.26,0.725,41.3,30.8,80.0,Light (<50%),Normal (<120°C)
3944,227.67,39.73,7.19,0.795,19.18,60.0,0.91,0.794,84.2,42.0,87.65900027014142,Heavy (>70%),Normal (<120°C)
3945,227.2,51.92,10.49,0.889,19.02,34.54,0.54,0.823,45.0,85.3,80.80578835259895,Heavy (>70%),Normal (<120°C)
3946,226.98,18.13,3.59,0.872,19.17,37.83,0.63,0.864,67.9,27.0,81.85164980920058,Light (<50%),Normal (<120°C)
3947,227.71,17.17,2.76,0.706,19.23,75.87,1.05,0.72,34.1,70.2,80.0,Light (<50%),Normal (<120°C)
3948,226.25,12.7,2.22,0.774,19.07,29.28,0.41,0.734,129.9,26.2,80.0,Light (<50%),High (120-150°C)
3949,229.18,40.41,6.93,0.748,19.37,85.93,1.19,0.716,142.9,55.8,87.88925979611632,Heavy (>70%),High (120-150°C)
3950,225.15,25.53,4.36,0.758,19.2,60.79,1.03,0.879,105.0,54.2,82.78609459683543,Light (<50%),Normal (<120°C)
3951,229.11,41.16,8.09,0.858,19.52,45.13,0.63,0.719,69.3,73.0,90.02663888638226,Heavy (>70%),Normal (<120°C)
3952,228.53,10.83,1.9,0.767,19.44,41.7,0.65,0.801,92.7,81.2,80.0,Light (<50%),Normal (<120°C)
3953,225.12,39.55,6.91,0.776,19.26,84.27,1.32,0.815,143.6,21.3,88.88571551637173,Heavy (>70%),High (120-150°C)
3954,227.1,33.9,5.96,0.774,19.52,66.17,0.94,0.727,159.0,37.8,80.0,Medium (50-70%),Critical (150-180°C)
3955,228.36,0.77,0.15,0.851,19.16,51.19,0.79,0.804,116.1,34.7,80.0,Light (<50%),Normal (<120°C)
3956,225.34,36.3,5.98,0.731,19.54,43.94,0.67,0.777,64.5,82.1,84.73421388449374,Medium (50-70%),Normal (<120°C)
3957,225.73,4.47,0.73,0.719,19.36,72.61,1.14,0.812,175.1,86.8,80.0,Light (<50%),Critical (150-180°C)
3958,225.01,46.62,9.35,0.891,19.28,32.58,0.49,0.784,28.4,55.8,90.90658439396485,Heavy (>70%),Normal (<120°C)
3959,228.75,6.94,1.15,0.726,19.36,7.79,0.11,0.726,116.7,35.7,80.0,Light (<50%),Normal (<120°C)
3960,227.18,43.65,7.1,0.716,19.57,18.08,0.26,0.741,173.3,73.7,80.0,Heavy (>70%),Critical (150-180°C)
3961,225.69,53.43,10.24,0.849,19.41,38.41,0.55,0.736,165.7,44.0,80.0,Heavy (>70%),Critical (150-180°C)
3962,229.31,48.3,8.46,0.764,19.45,38.15,0.63,0.855,46.1,35.0,80.0,Heavy (>70%),Normal (<120°C)
3963,227.67,10.69,1.79,0.734,19.06,66.43,1.13,0.889,76.7,36.4,80.0,Light (<50%),Normal (<120°C)
3964,227.37,54.54,9.71,0.783,19.38,45.45,0.67,0.765,79.2,72.1,81.9265373357179,Heavy (>70%),Normal (<120°C)
3965,225.57,46.6,9.16,0.871,19.29,55.33,0.87,0.812,57.6,73.1,91.43829639873523,Heavy (>70%),Normal (<120°C)
3966,229.79,15.37,2.5,0.708,19.47,5.23,0.09,0.854,85.9,34.6,80.6038715370615,Light (<50%),Normal (<120°C)
3967,227.08,38.13,7.13,0.824,19.55,62.08,0.9,0.744,111.8,38.7,86.23033601534384,Medium (50-70%),Normal (<120°C)
3968,226.7,13.11,2.56,0.86,19.5,82.99,1.38,0.855,70.1,80.5,80.0,Light (<50%),Normal (<120°C)
3969,225.68,40.17,8.11,0.895,19.37,40.1,0.67,0.868,90.4,73.5,92.09398079973832,Heavy (>70%),Normal (<120°C)
3970,228.16,47.69,9.55,0.878,19.14,88.11,1.33,0.788,144.7,51.8,80.0,Heavy (>70%),High (120-150°C)
3971,228.42,13.86,2.59,0.817,19.54,67.44,1.12,0.852,116.9,89.0,80.0,Light (<50%),Normal (<120°C)
3972,225.18,40.47,6.99,0.767,19.45,16.49,0.27,0.847,46.6,81.8,85.93873022068777,Heavy (>70%),Normal (<120°C)
3973,225.26,4.39,0.69,0.702,19.24,25.33,0.38,0.787,89.2,79.0,80.0,Light (<50%),Normal (<120°C)
3974,228.58,35.34,6.41,0.793,19.33,88.92,1.32,0.77,113.6,69.3,85.23171151714715,Medium (50-70%),Normal (<120°C)
3975,227.39,5.44,1.08,0.875,19.05,82.56,1.29,0.82,77.8,24.7,81.58542209568385,Light (<50%),Normal (<120°C)
3976,229.7,44.0,8.37,0.828,19.34,31.89,0.43,0.704,175.8,87.4,80.0,Heavy (>70%),Critical (150-180°C)
3977,227.47,28.42,5.04,0.78,19.31,38.31,0.66,0.894,197.0,60.0,80.0,Medium (50-70%),Emergency (>180°C)
3978,229.7,18.2,3.46,0.828,19.6,79.04,1.37,0.883,72.2,26.8,80.03101251871702,Light (<50%),Normal (<120°C)
3979,229.22,54.91,9.38,0.745,19.2,75.52,1.1,0.756,91.6,50.6,81.90274379989987,Heavy (>70%),Normal (<120°C)
3980,228.45,54.66,10.09,0.808,19.47,84.77,1.38,0.836,55.5,70.3,81.84452491783155,Heavy (>70%),Normal (<120°C)
3981,227.12,24.43,3.96,0.714,19.42,51.1,0.78,0.782,92.2,27.9,80.26306459548024,Light (<50%),Normal (<120°C)
3982,227.02,3.75,0.64,0.756,19.14,76.57,1.13,0.769,61.1,66.6,80.0,Light (<50%),Normal (<120°C)
3983,229.17,31.7,5.94,0.817,19.52,22.05,0.38,0.886,57.8,88.9,83.04786971932378,Medium (50-70%),Normal (<120°C)
3984,226.56,53.48,8.55,0.706,19.11,9.36,0.15,0.835,32.5,48.3,82.86850557733142,Heavy (>70%),Normal (<120°C)
3985,226.09,11.25,2.2,0.863,19.09,5.63,0.09,0.877,103.1,76.1,80.0,Light (<50%),Normal (<120°C)
3986,225.37,26.42,5.22,0.876,19.36,83.44,1.39,0.863,152.8,40.6,80.0,Light (<50%),Critical (150-180°C)
3987,229.08,27.23,4.98,0.799,19.16,69.03,0.95,0.716,85.9,26.1,80.0,Light (<50%),Normal (<120°C)
3988,228.42,23.2,3.79,0.716,19.09,61.87,0.98,0.832,152.7,39.2,80.0,Light (<50%),Critical (150-180°C)
3989,229.87,17.54,3.31,0.822,19.24,43.33,0.63,0.755,110.8,89.2,80.0,Light (<50%),Normal (<120°C)
3990,227.54,8.96,1.74,0.854,19.51,39.75,0.6,0.774,156.9,52.4,80.0,Light (<50%),Critical (150-180°C)
3991,227.95,53.21,10.56,0.871,19.39,54.45,0.76,0.717,92.7,72.0,81.7108009862447,Heavy (>70%),Normal (<120°C)
3992,225.01,9.42,1.67,0.788,19.52,69.74,1.15,0.847,80.0,32.8,80.0,Light (<50%),Normal (<120°C)
3993,229.85,12.07,2.24,0.809,19.3,67.92,1.03,0.784,162.5,40.1,80.0,Light (<50%),Critical (150-180°C)
3994,225.44,41.95,7.64,0.808,19.33,65.93,1.1,0.866,131.0,55.8,85.4652484883601,Heavy (>70%),High (120-150°C)
3995,226.05,31.97,5.3,0.733,19.33,83.83,1.3,0.8,31.4,68.0,85.76760775888977,Medium (50-70%),Normal (<120°C)
3996,227.66,43.24,7.45,0.757,19.29,62.43,0.94,0.777,83.1,20.3,85.77537020693866,Heavy (>70%),Normal (<120°C)
3997,229.56,6.14,1.02,0.726,19.1,88.06,1.3,0.774,71.8,29.7,80.0,Light (<50%),Normal (<120°C)
3998,228.65,0.17,0.03,0.756,19.54,33.29,0.55,0.848,138.5,36.3,80.0,Light (<50%),High (120-150°C)
3999,225.89,44.44,7.54,0.751,19.26,0.22,0.0,0.896,53.3,67.6,85.57687019164462,Heavy (>70%),Normal (<120°C)
4000,226.28,28.91,5.68,0.869,19.32,68.21,0.99,0.755,135.8,65.9,81.36501109487665,Medium (50-70%),High (120-150°C)
4001,226.22,48.04,9.3,0.856,19.38,68.03,1.09,0.823,62.1,55.4,84.63174700511325,Heavy (>70%),Normal (<120°C)
4002,226.05,39.58,6.98,0.78,19.35,47.64,0.71,0.769,48.2,51.3,87.53748877475525,Heavy (>70%),Normal (<120°C)
4003,229.99,19.17,3.74,0.849,19.15,3.34,0.06,0.862,136.9,78.4,80.0,Light (<50%),High (120-150°C)
4004,228.66,19.8,3.27,0.723,19.36,2.26,0.04,0.888,71.2,84.0,80.0,Light (<50%),Normal (<120°C)
4005,225.88,49.98,9.66,0.856,19.43,5.18,0.08,0.779,53.6,70.4,80.50452986668634,Heavy (>70%),Normal (<120°C)
4006,225.28,22.23,3.96,0.791,19.59,72.59,1.15,0.808,98.5,51.0,80.76832323333335,Light (<50%),Normal (<120°C)
4007,225.34,33.48,5.82,0.772,19.35,23.83,0.36,0.786,191.3,60.2,80.0,Medium (50-70%),Emergency (>180°C)
4008,226.4,36.77,6.09,0.732,19.15,34.91,0.48,0.711,67.7,30.6,89.05859638728613,Medium (50-70%),Normal (<120°C)
4009,225.54,29.51,5.7,0.856,19.07,48.29,0.72,0.782,95.1,34.8,84.12298897471452,Medium (50-70%),Normal (<120°C)
4010,227.36,14.54,2.58,0.781,19.12,49.57,0.75,0.795,52.5,47.8,80.0,Light (<50%),Normal (<120°C)
4011,229.64,38.88,7.76,0.869,19.3,64.08,0.95,0.771,161.0,75.4,80.0,Heavy (>70%),Critical (150-180°C)
4012,227.17,37.77,7.21,0.84,19.1,62.75,0.9,0.754,165.0,89.2,80.30184997505715,Medium (50-70%),Critical (150-180°C)
4013,225.14,27.68,4.94,0.793,19.13,64.88,0.99,0.798,74.3,78.5,87.90262449175889,Medium (50-70%),Normal (<120°C)
